Year,Month,Monthly_Anomaly,Monthly_Unc,Annual_Anomaly,Annual_Unc,FiveYear_Anomaly,FiveYear_Unc,TenYear_Anomaly,TenYear_Unc,TwentyYear_Anomaly,TwentyYear_Unc
2010,6,0.701,0.044,0.777,0.031,0.682,0.028,0.707,0.024,0.755,0.022
2010,7,0.615,0.045,0.759,0.03,0.689,0.028,0.708,0.024,0.757,0.022
2010,8,0.705,0.036,0.73,0.03,0.693,0.028,0.71,0.024,0.759,0.022
2010,9,0.687,0.042,0.711,0.03,0.693,0.028,0.711,0.025,0.761,0.022
2010,10,0.751,0.047,0.689,0.03,0.693,0.028,0.714,0.025,0.764,0.022
2010,11,0.782,0.05,0.67,0.03,0.695,0.028,0.716,0.025,0.767,0.022
2010,12,0.578,0.055,0.669,0.03,0.698,0.028,0.719,0.025,0.769,0.022
2011,1,0.62,0.041,0.684,0.03,0.698,0.027,0.724,0.025,0.771,0.022
2011,2,0.581,0.036,0.693,0.031,0.702,0.027,0.729,0.025,0.771,0.022
2011,3,0.704,0.034,0.686,0.03,0.704,0.027,0.734,0.025,0.773,0.022
2011,4,0.725,0.034,0.679,0.029,0.704,0.027,0.739,0.025,0.774,0.022
2011,5,0.595,0.039,0.662,0.03,0.706,0.027,0.743,0.025,0.775,0.022
2011,6,0.688,0.051,0.668,0.03,0.709,0.027,0.744,0.024,0.776,0.022
2011,7,0.791,0.036,0.657,0.031,0.71,0.027,0.747,0.024,0.777,0.022
2011,8,0.82,0.051,0.654,0.032,0.71,0.027,0.75,0.025,0.779,0.022
2011,9,0.603,0.043,0.639,0.032,0.714,0.027,0.752,0.025,0.781,0.022
2011,10,0.668,0.043,0.643,0.032,0.718,0.026,0.754,0.025,0.783,0.022
2011,11,0.572,0.061,0.662,0.031,0.721,0.026,0.756,0.025,0.784,0.022
2011,12,0.65,0.067,0.664,0.03,0.721,0.026,0.757,0.025,0.785,0.022
2012,1,0.487,0.042,0.646,0.029,0.718,0.026,0.758,0.025,0.786,0.022
2012,2,0.539,0.036,0.64,0.029,0.72,0.026,0.761,0.025,0.786,0.022
2012,3,0.524,0.035,0.655,0.029,0.723,0.026,0.766,0.025,0.787,0.022
2012,4,0.783,0.035,0.671,0.03,0.725,0.026,0.767,0.025,0.788,0.022
2012,5,0.824,0.036,0.691,0.03,0.723,0.026,0.769,0.025,0.789,0.022
2012,6,0.703,0.043,0.688,0.03,0.723,0.026,0.77,0.025,0.79,0.022
2012,7,0.58,0.04,0.709,0.03,0.724,0.026,0.772,0.025,0.792,0.022
2012,8,0.749,0.043,0.716,0.029,0.724,0.026,0.774,0.025,0.793,0.022
2012,9,0.781,0.041,0.73,0.029,0.723,0.026,0.775,0.025,0.794,0.022
2012,10,0.854,0.062,0.718,0.029,0.721,0.025,0.777,0.025,0.796,0.022
2012,11,0.814,0.064,0.706,0.029,0.722,0.025,0.78,0.025,0.797,0.023
2012,12,0.614,0.072,0.705,0.029,0.724,0.025,0.784,0.025,0.798,0.023
2013,1,0.747,0.043,0.705,0.029,0.726,0.025,0.788,0.025,0.799,0.023
2013,2,0.616,0.036,0.704,0.029,0.729,0.025,0.793,0.025,0.8,0.023
2013,3,0.687,0.043,0.705,0.03,0.733,0.025,0.795,0.025,0.803,0.023
2013,4,0.644,0.041,0.692,0.028,0.738,0.025,0.798,0.025,0.805,0.022
2013,5,0.686,0.034,0.694,0.028,0.742,0.025,0.8,0.025,0.806,0.022
2013,6,0.684,0.045,0.705,0.028,0.753,0.025,0.803,0.025,0.809,0.022
2013,7,0.587,0.037,0.709,0.029,0.763,0.025,0.805,0.025,0.812,0.023
2013,8,0.733,0.036,0.707,0.029,0.776,0.025,0.808,0.025,0.814,0.023
2013,9,0.792,0.045,0.716,0.029,0.786,0.025,0.809,0.025,0.818,0.023
2013,10,0.705,0.041,0.734,0.029,0.794,0.025,0.811,0.024,0.821,0.023
2013,11,0.839,0.055,0.752,0.029,0.801,0.025,0.812,0.024,0.824,0.023
2013,12,0.744,0.061,0.752,0.03,0.804,0.025,0.815,0.024,0.827,0.023
2014,1,0.795,0.048,0.752,0.03,0.805,0.024,0.817,0.024,0.829,0.023
2014,2,0.591,0.036,0.765,0.03,0.808,0.024,0.821,0.024,0.832,0.023
2014,3,0.787,0.046,0.777,0.03,0.814,0.024,0.826,0.024,0.835,0.023
2014,4,0.863,0.037,0.79,0.031,0.819,0.025,0.83,0.024,0.838,0.023
2014,5,0.902,0.041,0.773,0.03,0.825,0.024,0.832,0.024,0.841,0.023
2014,6,0.685,0.053,0.779,0.03,0.831,0.024,0.834,0.024,0.844,0.023
2014,7,0.585,0.045,0.785,0.03,0.841,0.024,0.835,0.024,0.849,0.023
2014,8,0.893,0.045,0.811,0.03,0.851,0.024,0.837,0.024,0.852,0.023
2014,9,0.935,0.045,0.822,0.029,0.863,0.024,0.839,0.024,0.855,0.023
2014,10,0.857,0.044,0.822,0.03,0.868,0.024,0.842,0.024,0.858,0.023
2014,11,0.634,0.049,0.819,0.029,0.87,0.024,0.844,0.024,0.861,0.023
2014,12,0.816,0.05,0.832,0.028,0.871,0.024,0.847,0.024,0.864,0.023
2015,1,0.871,0.049,0.844,0.029,0.875,0.024,0.85,0.024,,
2015,2,0.902,0.034,0.843,0.029,0.877,0.024,0.853,0.024,,
2015,3,0.918,0.036,0.84,0.028,0.877,0.024,0.855,0.024,,
2015,4,0.868,0.037,0.86,0.028,0.878,0.024,0.857,0.024,,
2015,5,0.867,0.035,0.892,0.028,0.879,0.024,0.859,0.023,,
2015,6,0.833,0.034,0.923,0.027,0.885,0.024,0.861,0.023,,
2015,7,0.739,0.039,0.955,0.027,0.888,0.023,0.863,0.023,,
2015,8,0.875,0.035,0.991,0.027,0.893,0.023,0.865,0.023,,
2015,9,0.896,0.037,1.026,0.027,0.897,0.024,0.868,0.023,,
2015,10,1.096,0.042,1.052,0.027,0.903,0.024,0.869,0.023,,
2015,11,1.019,0.043,1.067,0.027,0.905,0.024,0.872,0.023,,
2015,12,1.192,0.063,1.068,0.027,0.908,0.024,0.874,0.024,,
2016,1,1.253,0.041,1.076,0.026,0.911,0.024,0.877,0.024,,
2016,2,1.338,0.037,1.09,0.026,0.913,0.024,0.878,0.024,,
2016,3,1.329,0.034,1.093,0.026,0.913,0.024,0.879,0.023,,
2016,4,1.179,0.039,1.082,0.027,0.918,0.024,0.88,0.023,,
2016,5,1.052,0.034,1.077,0.027,0.918,0.024,0.883,0.023,,
2016,6,0.842,0.037,1.059,0.027,0.922,0.024,0.884,0.023,,
2016,7,0.842,0.039,1.045,0.026,0.925,0.023,0.885,0.023,,
2016,8,1.043,0.039,1.032,0.027,0.931,0.023,0.886,0.023,,
2016,9,0.927,0.039,1.023,0.027,0.939,0.023,0.889,0.023,,
2016,10,0.962,0.047,1.012,0.027,0.943,0.024,0.892,0.023,,
2016,11,0.961,0.047,1.007,0.027,0.943,0.024,0.895,0.023,,
2016,12,0.974,0.051,0.998,0.027,0.947,0.023,0.897,0.023,,
2017,1,1.094,0.038,0.995,0.027,0.953,0.024,0.901,0.023,,
2017,2,1.181,0.032,0.983,0.027,0.955,0.024,0.904,0.023,,
2017,3,1.222,0.033,0.972,0.027,0.955,0.024,0.908,0.023,,
2017,4,1.045,0.034,0.969,0.026,0.959,0.024,0.91,0.023,,
2017,5,0.987,0.031,0.96,0.027,0.965,0.024,0.91,0.023,,
2017,6,0.733,0.037,0.962,0.026,0.971,0.024,0.912,0.023,,
2017,7,0.814,0.039,0.944,0.026,0.977,0.024,0.915,0.023,,
2017,8,0.901,0.038,0.923,0.026,0.982,0.024,0.917,0.023,,
2017,9,0.786,0.042,0.898,0.027,0.986,0.024,0.918,0.024,,
2017,10,0.926,0.045,0.894,0.027,0.992,0.024,0.92,0.024,,
2017,11,0.857,0.039,0.883,0.028,0.995,0.024,0.919,0.024,,
2017,12,0.996,0.039,0.889,0.028,0.997,0.024,0.922,0.024,,
2018,1,0.878,0.035,0.889,0.027,1.0,0.024,0.923,0.024,,
2018,2,0.927,0.036,0.883,0.028,1.001,0.024,0.926,0.024,,
2018,3,0.931,0.046,0.885,0.028,1.003,0.024,0.931,0.024,,
2018,4,0.991,0.038,0.892,0.028,1.001,0.024,0.935,0.024,,
2018,5,0.852,0.038,0.889,0.028,1.002,0.024,0.938,0.024,,
2018,6,0.808,0.042,0.888,0.028,0.996,0.024,0.941,0.023,,
2018,7,0.81,0.036,0.894,0.028,0.99,0.024,0.947,0.024,,
2018,8,0.833,0.043,0.9,0.028,0.98,0.024,0.952,0.024,,
2018,9,0.812,0.056,0.924,0.028,0.972,0.024,0.958,0.024,,
2018,10,1.013,0.041,0.934,0.028,0.967,0.024,0.964,0.024,,
2018,11,0.821,0.043,0.94,0.027,0.964,0.024,0.969,0.024,,
2018,12,0.978,0.051,0.947,0.027,0.964,0.024,0.974,0.024,,
2019,1,0.956,0.033,0.959,0.028,0.965,0.024,0.978,0.024,,
2019,2,0.993,0.032,0.973,0.029,0.963,0.024,0.985,0.024,,
2019,3,1.219,0.033,0.985,0.029,0.964,0.024,0.99,0.024,,
2019,4,1.113,0.035,0.993,0.03,0.965,0.025,0.994,0.024,,
2019,5,0.929,0.036,1.009,0.03,0.965,0.025,0.997,0.024,,
2019,6,0.888,0.042,1.024,0.031,0.964,0.025,1.001,0.024,,
2019,7,0.957,0.052,1.044,0.032,0.961,0.025,1.007,0.024,,
2019,8,1.002,0.048,1.064,0.033,0.956,0.025,1.011,0.024,,
2019,9,0.949,0.051,1.061,0.032,0.954,0.025,1.014,0.024,,
2019,10,1.109,0.052,1.071,0.032,0.952,0.025,1.018,0.024,,
2019,11,1.012,0.051,1.08,0.032,0.95,0.025,1.024,0.024,,
2019,12,1.161,0.045,1.083,0.031,0.954,0.025,1.027,0.024,,
2020,1,1.201,0.039,1.081,0.031,0.956,0.025,,,,
2020,2,1.231,0.04,1.077,0.031,0.957,0.025,,,,
2020,3,1.178,0.035,1.082,0.03,0.96,0.025,,,,
2020,4,1.231,0.04,1.067,0.031,0.961,0.026,,,,
2020,5,1.046,0.032,1.074,0.031,0.959,0.026,,,,
2020,6,0.923,0.039,1.049,0.032,0.958,0.026,,,,
2020,7,0.931,0.041,1.023,0.032,0.959,0.026,,,,
2020,8,0.954,0.038,0.979,0.031,0.96,0.026,,,,
2020,9,1.009,0.047,0.953,0.031,0.966,0.026,,,,
2020,10,0.931,0.056,0.924,0.029,0.967,0.026,,,,
2020,11,1.088,0.056,0.91,0.03,0.97,0.026,,,,
2020,12,0.866,0.052,0.903,0.03,0.975,0.026,,,,
2021,1,0.894,0.039,0.901,0.031,0.983,0.026,,,,
2021,2,0.698,0.037,0.897,0.031,0.991,0.026,,,,
2021,3,0.868,0.037,0.895,0.031,1.003,0.026,,,,
2021,4,0.885,0.038,0.906,0.031,1.009,0.026,,,,
2021,5,0.868,0.036,0.893,0.031,1.019,0.026,,,,
2021,6,0.845,0.046,0.895,0.03,1.027,0.027,,,,
2021,7,0.906,0.043,0.899,0.031,1.032,0.027,,,,
2021,8,0.904,0.042,0.915,0.031,1.039,0.027,,,,
2021,9,0.989,0.044,0.932,0.03,1.042,0.027,,,,
2021,10,1.06,0.046,0.936,0.031,1.046,0.026,,,,
2021,11,0.931,0.053,0.938,0.031,1.05,0.026,,,,
2021,12,0.889,0.042,0.949,0.031,1.056,0.026,,,,
2022,1,0.946,0.04,0.951,0.031,1.061,0.026,,,,
2022,2,0.889,0.035,0.956,0.031,1.067,0.026,,,,
2022,3,1.078,0.037,0.951,0.031,1.072,0.026,,,,
2022,4,0.927,0.033,0.949,0.031,1.077,0.026,,,,
2022,5,0.896,0.04,0.932,0.031,1.082,0.027,,,,
2022,6,0.972,0.049,0.936,0.031,1.084,0.027,,,,
2022,7,0.925,0.044,0.934,0.031,,,,,,
2022,8,0.976,0.042,0.942,0.031,,,,,,
2022,9,0.919,0.049,0.958,0.031,,,,,,
2022,10,1.041,0.058,0.972,0.03,,,,,,
2022,11,0.73,0.055,0.98,0.03,,,,,,
2022,12,0.936,0.053,0.994,0.03,,,,,,
2023,1,0.925,0.039,1.022,0.029,,,,,,
2023,2,0.985,0.034,1.05,0.03,,,,,,
2023,3,1.268,0.034,1.103,0.03,,,,,,
2023,4,1.086,0.041,1.132,0.03,,,,,,
2023,5,1.002,0.04,1.188,0.031,,,,,,
2023,6,1.13,0.045,1.229,0.031,,,,,,
2023,7,1.266,0.046,1.26,0.032,,,,,,
2023,8,1.315,0.046,1.297,0.032,,,,,,
2023,9,1.548,0.049,1.303,0.031,,,,,,
2023,10,1.393,0.06,1.325,0.031,,,,,,
2023,11,1.4,0.066,1.344,0.031,,,,,,
2023,12,1.427,0.059,1.352,0.031,,,,,,
2024,1,1.3,0.046,1.349,0.032,,,,,,
2024,2,1.426,0.033,1.354,0.032,,,,,,
2024,3,1.343,0.043,1.331,0.031,,,,,,
2024,4,1.352,0.045,1.329,0.031,,,,,,
2024,5,1.223,0.035,1.322,0.032,,,,,,
2024,6,1.23,0.046,1.311,0.032,,,,,,
2024,7,1.229,0.047,,,,,,,,
2024,8,1.383,0.049,,,,,,,,
2024,9,1.271,0.035,,,,,,,,
2024,10,1.368,0.065,,,,,,,,
2024,11,1.313,0.08,,,,,,,,
2024,12,1.289,0.064,,,,,,,,
1850,1,-0.717,0.326,,,,,,,,
1850,2,-0.2,0.389,,,,,,,,
1850,3,-0.399,0.346,,,,,,,,
1850,4,-0.552,0.28,,,,,,,,
1850,5,-0.577,0.231,,,,,,,,
1850,6,-0.336,0.258,-0.419,0.156,,,,,,
1850,7,-0.182,0.201,-0.376,0.16,,,,,,
1850,8,-0.173,0.278,-0.391,0.152,,,,,,
1850,9,-0.391,0.189,-0.404,0.157,,,,,,
1850,10,-0.552,0.191,-0.407,0.169,,,,,,
1850,11,-0.493,0.268,-0.388,0.178,,,,,,
1850,12,-0.454,0.269,-0.381,0.175,,,,,,
1851,1,-0.203,0.345,-0.385,0.174,,,,,,
1851,2,-0.377,0.318,-0.395,0.172,,,,,,
1851,3,-0.557,0.309,-0.392,0.176,,,,,,
1851,4,-0.59,0.373,-0.36,0.188,,,,,,
1851,5,-0.342,0.369,-0.345,0.206,,,,,,
1851,6,-0.258,0.185,-0.319,0.225,,,,,,
1851,7,-0.229,0.178,-0.323,0.237,,,,,,
1851,8,-0.291,0.227,-0.332,0.249,,,,,,
1851,9,-0.363,0.236,-0.345,0.256,,,,,,
1851,10,-0.163,0.29,-0.338,0.246,,,,,,
1851,11,-0.314,0.36,-0.324,0.244,,,,,,
1851,12,-0.147,0.344,-0.31,0.251,,,,,,
1852,1,-0.247,0.443,-0.293,0.253,,,,,,
1852,2,-0.486,0.407,-0.293,0.246,,,,,,
1852,3,-0.716,0.392,-0.285,0.245,,,,,,
1852,4,-0.497,0.306,-0.285,0.233,,,,,,
1852,5,-0.175,0.357,-0.297,0.23,,,,,,
1852,6,-0.09,0.25,-0.28,0.217,-0.316,0.153,,,,
1852,7,-0.026,0.198,-0.282,0.211,-0.306,0.156,,,,
1852,8,-0.29,0.189,-0.268,0.21,-0.304,0.151,,,,
1852,9,-0.272,0.205,-0.24,0.195,-0.302,0.15,,,,
1852,10,-0.165,0.185,-0.219,0.203,-0.294,0.145,,,,
1852,11,-0.457,0.302,-0.227,0.198,-0.288,0.145,,,,
1852,12,0.056,0.289,-0.234,0.197,-0.288,0.143,,,,
1853,1,-0.263,0.382,-0.23,0.189,-0.29,0.142,,,,
1853,2,-0.329,0.476,-0.21,0.188,-0.291,0.138,,,,
1853,3,-0.372,0.234,-0.219,0.181,-0.291,0.137,,,,
1853,4,-0.249,0.378,-0.242,0.19,-0.287,0.138,,,,
1853,5,-0.266,0.27,-0.252,0.174,-0.284,0.138,,,,
1853,6,-0.17,0.241,-0.285,0.173,-0.285,0.138,,,,
1853,7,0.018,0.141,-0.307,0.155,-0.282,0.138,,,,
1853,8,-0.057,0.165,-0.322,0.147,-0.282,0.143,,,,
1853,9,-0.369,0.164,-0.315,0.147,-0.28,0.141,,,,
1853,10,-0.448,0.257,-0.321,0.128,-0.277,0.137,,,,
1853,11,-0.577,0.267,-0.322,0.123,-0.277,0.133,,,,
1853,12,-0.337,0.235,-0.345,0.12,-0.275,0.133,,,,
1854,1,-0.523,0.299,-0.363,0.121,-0.275,0.132,,,,
1854,2,-0.519,0.335,-0.374,0.122,-0.278,0.133,,,,
1854,3,-0.288,0.252,-0.361,0.123,-0.283,0.133,,,,
1854,4,-0.319,0.196,-0.319,0.119,-0.291,0.131,,,,
1854,5,-0.28,0.188,-0.289,0.125,-0.295,0.127,,,,
1854,6,-0.446,0.163,-0.279,0.121,-0.299,0.123,,,,
1854,7,-0.188,0.164,-0.242,0.134,-0.304,0.122,,,,
1854,8,-0.194,0.185,-0.207,0.125,-0.304,0.119,,,,
1854,9,-0.215,0.168,-0.204,0.123,-0.303,0.114,,,,
1854,10,0.063,0.212,-0.184,0.118,-0.307,0.113,,,,
1854,11,-0.225,0.271,-0.179,0.119,-0.315,0.111,,,,
1854,12,-0.213,0.313,-0.168,0.115,-0.323,0.111,-0.329,0.117,,
1855,1,-0.082,0.392,-0.18,0.116,-0.33,0.111,-0.326,0.117,,
1855,2,-0.093,0.404,-0.183,0.114,-0.332,0.112,-0.326,0.117,,
1855,3,-0.256,0.243,-0.199,0.112,-0.335,0.112,-0.329,0.118,,
1855,4,-0.077,0.283,-0.229,0.116,-0.34,0.112,-0.326,0.116,,
1855,5,-0.226,0.245,-0.239,0.114,-0.341,0.111,-0.323,0.115,,
1855,6,-0.31,0.162,-0.263,0.112,-0.346,0.111,-0.322,0.114,,
1855,7,-0.334,0.18,-0.258,0.112,-0.345,0.109,-0.323,0.112,,
1855,8,-0.225,0.177,-0.282,0.119,-0.347,0.105,-0.324,0.11,,
1855,9,-0.412,0.155,-0.296,0.122,-0.347,0.104,-0.323,0.11,,
1855,10,-0.291,0.228,-0.322,0.13,-0.347,0.101,-0.321,0.11,,
1855,11,-0.344,0.204,-0.33,0.126,-0.349,0.099,-0.321,0.111,,
1855,12,-0.51,0.297,-0.317,0.128,-0.351,0.099,-0.324,0.113,,
1856,1,-0.018,0.317,-0.31,0.126,-0.356,0.1,-0.33,0.114,,
1856,2,-0.375,0.501,-0.331,0.139,-0.36,0.1,-0.332,0.114,,
1856,3,-0.429,0.226,-0.35,0.152,-0.361,0.1,-0.332,0.113,,
1856,4,-0.39,0.188,-0.378,0.149,-0.358,0.099,-0.331,0.11,,
1856,5,-0.325,0.231,-0.395,0.146,-0.351,0.099,-0.331,0.108,,
1856,6,-0.155,0.26,-0.39,0.147,-0.354,0.1,-0.332,0.108,,
1856,7,-0.247,0.143,-0.43,0.149,-0.35,0.1,-0.333,0.108,,
1856,8,-0.472,0.272,-0.441,0.129,-0.346,0.098,-0.332,0.107,,
1856,9,-0.638,0.256,-0.458,0.126,-0.345,0.096,-0.332,0.106,,
1856,10,-0.635,0.162,-0.488,0.129,-0.34,0.096,-0.335,0.104,,
1856,11,-0.55,0.23,-0.518,0.131,-0.336,0.096,-0.334,0.102,,
1856,12,-0.441,0.278,-0.548,0.136,-0.33,0.095,-0.335,0.101,,
1857,1,-0.504,0.351,-0.566,0.141,-0.332,0.094,-0.34,0.1,,
1857,2,-0.501,0.282,-0.562,0.139,-0.334,0.093,-0.342,0.098,,
1857,3,-0.635,0.213,-0.545,0.134,-0.338,0.093,-0.341,0.097,,
1857,4,-0.748,0.216,-0.534,0.137,-0.344,0.091,-0.341,0.096,,
1857,5,-0.69,0.219,-0.527,0.144,-0.343,0.089,-0.342,0.095,,
1857,6,-0.519,0.217,-0.511,0.149,-0.342,0.092,-0.343,0.094,,
1857,7,-0.46,0.218,-0.488,0.142,-0.345,0.09,-0.346,0.093,,
1857,8,-0.422,0.239,-0.484,0.143,-0.349,0.093,-0.347,0.093,,
1857,9,-0.434,0.227,-0.46,0.144,-0.356,0.095,-0.349,0.093,,
1857,10,-0.502,0.213,-0.421,0.141,-0.359,0.096,-0.351,0.092,,
1857,11,-0.475,0.245,-0.397,0.135,-0.359,0.095,-0.352,0.091,,
1857,12,-0.249,0.213,-0.376,0.135,-0.357,0.094,-0.359,0.091,,
1858,1,-0.22,0.303,-0.362,0.131,-0.356,0.092,-0.357,0.09,,
1858,2,-0.458,0.235,-0.351,0.123,-0.356,0.092,-0.356,0.087,,
1858,3,-0.347,0.219,-0.349,0.121,-0.354,0.092,-0.355,0.087,,
1858,4,-0.277,0.203,-0.33,0.119,-0.355,0.092,-0.355,0.085,,
1858,5,-0.401,0.181,-0.306,0.114,-0.357,0.093,-0.355,0.084,,
1858,6,-0.266,0.191,-0.325,0.117,-0.363,0.096,-0.357,0.084,,
1858,7,-0.299,0.172,-0.334,0.116,-0.378,0.098,-0.359,0.084,,
1858,8,-0.285,0.148,-0.317,0.116,-0.382,0.095,-0.362,0.084,,
1858,9,-0.411,0.178,-0.308,0.111,-0.385,0.095,-0.362,0.084,,
1858,10,-0.268,0.185,-0.284,0.104,-0.384,0.094,-0.362,0.084,,
1858,11,-0.186,0.205,-0.253,0.104,-0.386,0.093,-0.36,0.085,,
1858,12,-0.48,0.233,-0.241,0.101,-0.39,0.094,-0.36,0.085,,
1859,1,-0.325,0.265,-0.24,0.1,-0.391,0.094,-0.359,0.085,,
1859,2,-0.254,0.242,-0.244,0.101,-0.387,0.092,-0.358,0.086,,
1859,3,-0.241,0.252,-0.249,0.1,-0.382,0.091,-0.36,0.086,,
1859,4,0.003,0.183,-0.248,0.102,-0.379,0.091,-0.36,0.087,,
1859,5,-0.024,0.178,-0.248,0.103,-0.373,0.09,-0.359,0.087,,
1859,6,-0.119,0.151,-0.219,0.099,-0.371,0.091,-0.356,0.087,,
1859,7,-0.285,0.166,-0.217,0.099,-0.377,0.09,-0.356,0.087,,
1859,8,-0.335,0.162,-0.221,0.103,-0.381,0.091,-0.357,0.087,,
1859,9,-0.478,0.154,-0.257,0.112,-0.379,0.092,-0.359,0.087,,
1859,10,-0.249,0.191,-0.278,0.113,-0.375,0.092,-0.362,0.087,,
1859,11,-0.187,0.221,-0.295,0.114,-0.368,0.091,-0.363,0.087,,
1859,12,-0.128,0.454,-0.303,0.115,-0.364,0.09,-0.365,0.087,-0.313,0.095
1860,1,-0.312,0.265,-0.302,0.117,-0.362,0.09,-0.364,0.087,-0.311,0.095
1860,2,-0.299,0.321,-0.294,0.121,-0.363,0.089,-0.365,0.087,-0.312,0.095
1860,3,-0.665,0.235,-0.278,0.125,-0.364,0.09,-0.367,0.088,-0.312,0.094
1860,4,-0.255,0.182,-0.285,0.13,-0.362,0.089,-0.369,0.089,-0.31,0.094
1860,5,-0.227,0.199,-0.311,0.133,-0.362,0.089,-0.369,0.089,-0.309,0.094
1860,6,-0.217,0.145,-0.368,0.123,-0.371,0.089,-0.368,0.09,-0.308,0.093
1860,7,-0.274,0.202,-0.421,0.131,-0.37,0.09,-0.367,0.09,-0.308,0.093
1860,8,-0.232,0.166,-0.449,0.127,-0.364,0.09,-0.367,0.091,-0.308,0.092
1860,9,-0.286,0.164,-0.441,0.122,-0.364,0.09,-0.365,0.092,-0.307,0.092
1860,10,-0.339,0.16,-0.451,0.12,-0.364,0.09,-0.365,0.092,-0.306,0.092
1860,11,-0.496,0.236,-0.467,0.121,-0.361,0.089,-0.363,0.092,-0.305,0.092
1860,12,-0.817,0.32,-0.48,0.128,-0.362,0.089,-0.363,0.093,-0.306,0.092
1861,1,-0.949,0.4,-0.484,0.136,-0.363,0.09,-0.363,0.093,-0.307,0.092
1861,2,-0.63,0.273,-0.483,0.139,-0.364,0.091,-0.362,0.092,-0.308,0.092
1861,3,-0.571,0.225,-0.49,0.141,-0.364,0.092,-0.362,0.093,-0.306,0.091
1861,4,-0.372,0.259,-0.499,0.139,-0.367,0.093,-0.363,0.094,-0.304,0.09
1861,5,-0.424,0.185,-0.473,0.131,-0.369,0.094,-0.363,0.094,-0.304,0.09
1861,6,-0.37,0.19,-0.434,0.125,-0.366,0.095,-0.364,0.095,-0.304,0.089
1861,7,-0.319,0.192,-0.425,0.123,-0.369,0.097,-0.361,0.095,-0.303,0.089
1861,8,-0.219,0.171,-0.433,0.125,-0.371,0.099,-0.359,0.095,-0.303,0.089
1861,9,-0.375,0.179,-0.429,0.124,-0.374,0.101,-0.356,0.096,-0.303,0.089
1861,10,-0.442,0.17,-0.439,0.124,-0.38,0.102,-0.353,0.096,-0.303,0.089
1861,11,-0.191,0.213,-0.427,0.125,-0.382,0.102,-0.348,0.097,-0.304,0.088
1861,12,-0.349,0.226,-0.421,0.123,-0.382,0.103,-0.344,0.097,-0.305,0.087
1862,1,-0.84,0.291,-0.422,0.123,-0.38,0.104,-0.341,0.097,-0.306,0.087
1862,2,-0.721,0.298,-0.442,0.125,-0.38,0.105,-0.339,0.098,-0.306,0.086
1862,3,-0.53,0.234,-0.452,0.126,-0.38,0.105,-0.336,0.098,-0.304,0.086
1862,4,-0.486,0.221,-0.449,0.127,-0.381,0.106,-0.331,0.098,-0.304,0.085
1862,5,-0.28,0.186,-0.475,0.131,-0.384,0.107,-0.328,0.099,-0.304,0.085
1862,6,-0.301,0.183,-0.511,0.132,-0.389,0.107,-0.326,0.099,-0.304,0.085
1862,7,-0.328,0.165,-0.452,0.13,-0.382,0.108,-0.324,0.099,-0.305,0.084
1862,8,-0.459,0.166,-0.403,0.129,-0.382,0.108,-0.322,0.099,-0.304,0.084
1862,9,-0.49,0.178,-0.386,0.132,-0.378,0.108,-0.32,0.1,-0.303,0.084
1862,10,-0.417,0.202,-0.366,0.139,-0.379,0.11,-0.316,0.1,-0.303,0.084
1862,11,-0.495,0.236,-0.362,0.134,-0.379,0.11,-0.31,0.1,-0.303,0.083
1862,12,-0.785,0.265,-0.366,0.136,-0.38,0.112,-0.31,0.1,-0.305,0.083
1863,1,-0.129,0.329,-0.366,0.14,-0.378,0.113,-0.312,0.1,-0.305,0.083
1863,2,-0.13,0.394,-0.356,0.142,-0.378,0.114,-0.313,0.101,-0.304,0.083
1863,3,-0.33,0.224,-0.352,0.149,-0.377,0.115,-0.312,0.101,-0.303,0.083
1863,4,-0.246,0.252,-0.352,0.15,-0.375,0.115,-0.311,0.101,-0.304,0.083
1863,5,-0.236,0.179,-0.338,0.157,-0.37,0.116,-0.308,0.102,-0.304,0.083
1863,6,-0.342,0.192,-0.297,0.156,-0.364,0.116,-0.307,0.102,-0.304,0.083
1863,7,-0.334,0.191,-0.327,0.159,-0.348,0.116,-0.304,0.102,-0.305,0.083
1863,8,-0.342,0.206,-0.349,0.155,-0.342,0.116,-0.302,0.103,-0.305,0.083
1863,9,-0.441,0.215,-0.358,0.158,-0.34,0.116,-0.301,0.103,-0.305,0.083
1863,10,-0.413,0.214,-0.367,0.158,-0.342,0.117,-0.299,0.104,-0.304,0.082
1863,11,-0.333,0.24,-0.359,0.159,-0.341,0.117,-0.299,0.104,-0.303,0.082
1863,12,-0.289,0.253,-0.34,0.16,-0.338,0.117,-0.296,0.104,-0.303,0.082
1864,1,-0.492,0.36,-0.327,0.155,-0.331,0.117,-0.295,0.105,-0.301,0.082
1864,2,-0.392,0.308,-0.326,0.154,-0.331,0.118,-0.293,0.105,-0.3,0.082
1864,3,-0.433,0.264,-0.327,0.151,-0.33,0.119,-0.295,0.105,-0.302,0.082
1864,4,-0.353,0.235,-0.321,0.146,-0.327,0.119,-0.297,0.105,-0.302,0.082
1864,5,-0.145,0.19,-0.321,0.144,-0.324,0.12,-0.298,0.105,-0.302,0.082
1864,6,-0.108,0.175,-0.333,0.14,-0.317,0.121,-0.299,0.106,-0.302,0.082
1864,7,-0.187,0.177,-0.287,0.137,-0.305,0.121,-0.299,0.106,-0.302,0.082
